Ident	IATA	GridLevel	StationType	Latitude	Longitude	MapworldX	MapworldY	FullName	State
K4R7	4R7	6	1	30.468	-92.426	0	0	EUNICE	LA
K4R8	4R8	6	1	30.81	-91.218	0	0	JACKSON	LA
K4R9	4R9	6	1	30.262	-88.128	0	0	DAUPHIN I	AL
K4S1	4S1	6	1	42.414	-124.425	0	0	GOLD BEACH MUN	OR
K4S2	4S2	6	1	45.674	-121.537	0	0	HOOD RIVER	OR
K4S3	4S3	6	1	45.358	-117.255	0	0	JOSEPH STATE	OR
K4S4	4S4	6	1	45.584	-123.054	0	0	SKYPORT	OR
K4S5	4S5	6	1	48.629	-97.44	0	0	ST THOMAS MUN	ND
K4S6	4S6	6	1	46.64	-121.124	0	0	TIETON STATE	WA
K4S7	4S7	6	1	42.002	-121.399	0	0	MALIN	OR
K4S9	4S9	6	1	45.218	-122.591	0	0	PORTLAND-MULINO	OR
K4SD	4SD	6	1	39.669	-119.877	0	0	RENO/STEAD	NV
K4SL	4SL	5	1	36.017	-106.933	0	0		
K4T5	4T5	6	1	45.168	-91.107	0	0	CORNELL MUN	WI
K4T6	4T6	6	1	32.458	-96.914	0	0	MID-WAY	TX
K4U3	4U3	6	1	48.512	-110.991	0	0	LIBERTY CO	MT
K4U4	4U4	6	1	48.516	-109.064	0	0	HEBBELMAN	MT
K4U6	4U6	6	1	47.419	-105.562	0	0	CIRCLE TOWN CO	MT
K4U7	4U7	6	1	45.864	-114.216	0	0	WEST FORK LODGE	MT
K4U9	4U9	6	1	44.737	-112.72	0	0	DELL	MT
K4V0	4V0	6	1	40.097	-108.762	0	0	RANGELY	CO
K4V1	4V1	6	1	37.697	-104.786	0	0	SPANISH PEAKS	CO
K4V4	4V4	6	1	47.725	-97.592	0	0	NORTHWOOD MUN-VINCE	ND
K4V6	4V6	6	1	42.681	-102.706	0	0	HAY SPRINGS MUN	NE
K4V8	4V8	6	1	42.929	-72.867	0	0	MOUNT SNOW	VT
K4V9	4V9	6	1	42.112	-98.039	0	0	ANTELOPE CO	NE
K4W0	4W0	6	1	47.397	-121.538	0	0	BANDERA STATE	WA
K4W1	4W1	6	1	34.603	-78.58	0	0	ELIZABETHTOWN	NC
K4W4	4W4	6	1	36.285	-79.079	0	0	WHITFIELD FARMS	NC
K4W6	4W6	6	1	48.991	-122.733	0	0	BLAINE MUN	WA
K4W7	4W7	6	1	36.068	-79.283	0	0	HURDLE	NC
K4W8	4W8	6	1	46.991	-123.432	0	0	ELMA MUN	WA
K4W9	4W9	6	1	35.052	-77.738	0	0	PINK HILL	NC
K4Y1	4Y1	6	1	42.566	-83.858	0	0	RAETHER	MI
K4Y4	4Y4	6	1	44.913	-84.877	0	0	LAKES OF THE NORTH	MI
K4Y9	4Y9	6	1	44.308	-85.773	0	0	BUNCH'S HALF ACRE	MI
K50D	50D	6	1	46.019	-88.272	0	0	IRON CO	MI
K50F	50F	6	1	32.583	-97.593	0	0	BOURLAND	TX
K50G	50G	6	1	43.184	-84.136	0	0	NIXON MEML	MI
K50I	50I	6	1	40.76	-87.43	0	0	KENTLAND MUN	IN
K50J	50J	6	1	33.188	-80.036	0	0	BERKELEY CO	SC
K50K	50K	6	1	40.116	-96.195	0	0	PAWNEE CITY MUN	NE
K50M	50M	6	1	35.689	-86.615	0	0	PUCKETT	TN
K50R	50R	6	1	29.851	-97.674	0	0	LOCKHART MUN	TX
K50S	50S	6	1	43.78	-116.94	0	0	PARMA	ID
K51A	51A	6	1	32.285	-83.44	0	0	HAWKINSVILLE-PULASKI CO	GA
K51D	51D	6	1	46.355	-98.739	0	0	EDGELEY MUN	ND
K51G	51G	6	1	43.143	-83.798	0	0	CAGNEY	MI
K51J	51J	6	1	33.856	-79.769	0	0	LAKE CITY MUN EVANS	SC
K51K	51K	6	1	38.931	-94.887	0	0	CEDAR	KS
K51M	51M	6	1	44.681	-84.125	0	0	OSCODA CO	MI
K51R	51R	6	1	30.913	-95.952	0	0	MADISONVILLE MUN	TX
K52A	52A	6	1	33.614	-83.462	0	0	MADISON MUN	GA
K52F	52F	6	1	33.051	-97.232	0	0	NORTHWEST REGL	TX
K52I	52I	6	1	43.847	-84.019	0	0	GROSS	MI
K52J	52J	6	1	34.246	-80.238	0	0	LEE CO	SC
K52K	52K	6	1	39.5	-96.175	0	0	GRUTZMACHER MUN	KS
K52S	52S	6	1	47.327	-114.082	0	0	ST IGNATIUS	MT
K52U	52U	6	1	43.826	-115.333	0	0	WEATHERBY USFS	ID
K52Y	52Y	6	1	47.07	-93.916	0	0	REMER MUN	MN
K53A	53A	6	1	32.302	-84.009	0	0	SAVAGE	GA
K53K	53K	6	1	38.633	-95.811	0	0	OSAGE CITY MUN	KS
K53M	53M	6	1	45.133	-83.45	0	0	SILVER CITY	MI
K53U	53U	6	1	48.077	-114.002	0	0	FERNDALE	MT
K53W	53W	6	1	43.555	-84.979	0	0	WOODRUFF LAKE	MI
K54F	54F	6	1	31.883	-100.541	0	0	ROBERT LEE	TX
K54J	54J	6	1	30.733	-86.154	0	0	DE FUNIAK SPRINGS	FL
K54M	54M	6	1	35.053	-89.582	0	0	WOLF RIVER	TN
K54T	54T	6	1	29.762	-94.848	0	0	R W J	TX
K55D	55D	6	1	44.681	-84.731	0	0	GRAYLING AAF	MI
K55G	55G	6	1	43.298	-82.608	0	0	ARNOLD	MI
K55H	55H	6	1	43.815	-115.136	0	0	ATLANTA	ID
K55J	55J	6	1	30.612	-81.464	0	0	FERNANDINA BEACH MUN	FL
K55K	55K	6	1	37.27	-97.092	0	0	OXFORD MUN	KS
K55M	55M	6	1	33.918	-91.868	0	0	STAR CITY MUN	AR
K55S	55S	6	1	46.605	-121.679	0	0	PACKWOOD	WA
K55Y	55Y	6	1	43.818	-91.831	0	0	RUSHFORD MUN	MN
K56D	56D	6	1	40.884	-83.315	0	0	WYANDOT CO	OH
K56F	56F	6	1	32.827	-100.416	0	0	FISHER CO	TX
K56G	56G	6	1	43.577	-82.649	0	0	INDIAN CREEK RANCH	MI
K56M	56M	6	1	38.349	-93.347	0	0	WARSAW MUN	MO
K56S	56S	6	1	46.017	-123.907	0	0	SEASIDE MUN	OR
K57B	57B	6	1	44.304	-68.911	0	0	ISLESBORO	ME
K57C	57C	6	1	42.799	-88.374	0	0	EAST TROY MUN	WI
K57D	57D	6	1	42.738	-82.892	0	0	MACOMB	MI
K57K	57K	6	1	38.129	-94.75	0	0	GILMORE	KS
K57S	57S	6	1	48.482	-115.905	0	0	TROY	MT
K57Y	57Y	6	1	46.119	-92.885	0	0	SANDSTONE MUN	MN
K58C	58C	6	1	42.873	-89.077	0	0	JANA	WI
K58F	58F	6	1	33.366	-97.146	0	0	LANE	TX
K58J	58J	6	1	34.139	-79.921	0	0	HUGGINS MEML	SC
K58M	58M	6	1	39.576	-75.871	0	0	CECIL CO	MD
K58N	58N	6	1	40.288	-76.58	0	0	REIGLE	PA
K58S	58S	6	1	48.41	-114.301	0	0	WHITEFISH	MT
K59B	59B	6	1	45.632	-70.248	0	0	NEWTON	ME
K59M	59M	6	1	45.056	-85.357	0	0	TORCHPORT	MI
K59S	59S	6	1	45.623	-122.531	0	0	EVERGREEN	WA
K5A1	5A1	6	1	41.245	-82.552	0	0	NORWALK-HURON CO	OH
K5A2	5A2	6	1	32.561	-83.677	0	0	WARNER ROBINS	GA
K5A4	5A4	6	1	34.018	-88.727	0	0	OKOLONA MUN-STOVALL	MS
K5A6	5A6	6	1	33.467	-89.73	0	0	WINONA-MONTGOMERY CO	MS
K5A9	5A9	6	1	32.935	-84.691	0	0	ROOSEVELT MEML	GA
K5B1	5B1	6	1	44.792	-71.823	0	0	BOYLAN STATE	VT
K5B2	5B2	6	1	43.052	-73.862	0	0	SARATOGA CO	NY
K5B3	5B3	6	1	41.82	-71.902	0	0	DANIELSON	CT
K5B4	5B4	6	1	48.81	-102.247	0	0	BOWBELLS MUN	ND
K5B5	5B5	6	1	46.497	-99.761	0	0	NAPOLEON MUN	ND
K5B6	5B6	6	1	41.586	-70.541	0	0	FALMOUTH	MA
K5B7	5B7	6	1	42.692	-73.581	0	0	RENSSELAER CO	NY
K5B9	5B9	6	1	44.081	-72.009	0	0	DEAN MEML	NH
K5C1	5C1	6	1	29.726	-98.695	0	0	BOERNE STAGE	TX
K5C3	5C3	6	1	47.378	-94.801	0	0	NARY NATL-SHEFLAND	MN
K5C8	5C8	6	1	47.356	-101.029	0	0	WASHBURN MUN	ND
K5D2	5D2	6	1	43.453	-93.192	0	0	NORTHWOOD MUN	IA
K5D3	5D3	6	1	42.995	-84.139	0	0	OWOSSO COMMUNITY	MI
K5D4	5D4	6	1	43.068	-71.612	0	0	COUNTRY CLUB	NH
K5D5	5D5	6	1	45.165	-85.572	0	0	WOOLSEY MEML	MI
K5D6	5D6	6	1	40.649	-81.07	0	0	PARSONS	OH
K5D9	5D9	6	1	41.224	-82.959	0	0	BANDIT	OH
K5E6	5E6	6	1	44.288	-91.228	0	0	BLAIR	WI
K5E9	5E9	6	1	40.41	-83.221	0	0	PACKER	OH
K5F0	5F0	6	1	32.532	-92.955	0	0	ARCADIA-BIENVILLE PARISH	LA
K5F1	5F1	6	1	33.205	-101.342	0	0	POST-GARZA CO MUN	TX
K5F3	5F3	6	1	32.988	-93.14	0	0	HAYNESVILLE	LA
K5F4	5F4	6	1	32.79	-93.004	0	0	HOMER MUN	LA
K5F5	5F5	6	1	32.346	-93.802	0	0	BLUEBIRD HILL	LA
K5F8	5F8	6	1	32.793	-93.959	0	0	THACKERS	LA
K5G0	5G0	6	1	42.984	-77.938	0	0	LE ROY	NY
K5G3	5G3	6	1	44.534	-99.749	0	0	HARROLD MUN	SD
K5G4	5G4	6	1	46.351	-91.5	0	0	EAU CLAIRE LAKES	WI
K5G6	5G6	6	1	41.665	-77.818	0	0	CHERRY SPRINGS	PA
K5G7	5G7	6	1	40.887	-83.869	0	0	BLUFFTON	OH
K5G8	5G8	6	1	40.377	-79.609	0	0	GREENSBURG JEANNETTE REGL	PA
K5G9	5G9	6	1	41.736	-83.657	0	0	TOLEDO SUBURBAN	MI
K5H3	5H3	6	1	44.774	-96.689	0	0	CLEAR LAKE MUN	SD
K5H4	5H4	6	1	47.792	-99.932	0	0	HARVEY MUN	ND
K5I2	5I2	6	1	40.54	-86.548	0	0	FLORA MUN	IN
K5I3	5I3	5	1	37.467	-82.517	0	0		
K5I4	5I4	6	1	40.179	-86.218	0	0	SHERIDAN	IN
K5I6	5I6	6	1	40.585	-86.259	0	0	GALVESTON	IN
K5J0	5J0	6	1	44.405	-118.966	0	0	GRANT CO REGL/OGILVIE	OR
K5J5	5J5	6	1	33.302	-80.395	0	0	HOLLY HILL	SC
K5J9	5J9	6	1	34.091	-78.866	0	0	TWIN CITY	SC
K5K0	5K0	6	1	39.745	-101.557	0	0	BRESSLER	KS
K5K1	5K1	6	1	39.42	-89.992	0	0	ZELMER MEML	IL
K5K2	5K2	6	1	38.454	-101.748	0	0	TRIBUNE MUN	KS
K5K4	5K4	6	1	40.118	-90.592	0	0	SCHUY-RUSH	IL
K5K6	5K6	6	1	42.514	-88.209	0	0	WESTOSHA	WI
K5K9	5K9	6	1	46.291	-98.943	0	0	PRUETZ MUN	ND
K5L0	5L0	6	1	48.031	-98.329	0	0	LAKOTA MUN	ND
K5L7	5L7	6	1	40.159	-86.686	0	0	LARSH	IN
K5M0	5M0	6	1	34.41	-86.935	0	0	ROUNTREE	AL
K5M1	5M1	6	1	34.264	-91.311	0	0	DE WITT MUN	AR
K5M2	5M2	6	1	34.534	-92.101	0	0	BREDLOW FARM	AR
K5M3	5M3	6	1	43.769	-71.387	0	0	MOULTONBORO	NH
K5M4	5M4	6	1	33.847	-92.367	0	0	HOPKINS-FORDYCE MUN	AR
K5M5	5M5	6	1	36.344	-94.446	0	0	CRYSTAL LAKE	AR
K5M7	5M7	6	1	46.633	-111.809	0	0	MOUNTAIN LAKES	MT
K5M8	5M8	6	1	33.926	-93.164	0	0	GURDON LOWE	AR
K5M9	5M9	6	1	37.337	-88.111	0	0	MARION-CRITTENDEN CO	KY
K5MO	5MO	6	1	39.594	-94.465	0	0	PLATTSBURG	MO
K5N2	5N2	6	1	45.545	-90.281	0	0	PRENTICE MUN	WI
K5N3	5N3	6	1	42.448	-76.599	0	0	GRUND	NY
K5N4	5N4	6	1	46.629	-97.621	0	0	SKY HAVEN	ND
K5N5	5N5	6	1	42.001	-75.762	0	0	KIRKWOOD	NY
K5N7	5N7	6	1	43.099	-86.096	0	0	HAT	MI
K5N8	5N8	6	1	46.857	-97.21	0	0	CASSELTON REGL	ND
K5O1	5O1	6	1	36.142	-99.304	0	0	VICI MUN	OK
K5P2	5P2	6	1	45.798	-100.785	0	0	MC LAUGHLIN MUN	SD
K5P3	5P3	6	1	45.442	-99.676	0	0	BOWDLE MUN	SD
K5P5	5P5	6	1	43.909	-100.038	0	0	PRESHO MUN	SD
K5R1	5R1	6	1	31.453	-88.195	0	0	WILCOX	AL
K5R2	5R2	6	1	30.389	-88.754	0	0	OCEAN SPRINGS	MS
K5R3	5R3	6	1	30.501	-97.97	0	0	LAGO VISTA-ALLEN	TX
K5R4	5R4	6	1	30.429	-87.703	0	0	FOLEY MUN	AL
K5R5	5R5	6	1	29.255	-96.156	0	0	WHARTON MUN	TX
K5R7	5R7	6	1	30.456	-88.211	0	0	RAY	AL
K5R8	5R8	6	1	30.442	-93.475	0	0	DE QUINCY INDUSTRIAL	LA
K5S0	5S0	6	1	43.754	-122.503	0	0	OAKRIDGE STATE	OR
K5S1	5S1	6	1	43.226	-123.398	0	0	FELT	OR
K5S2	5S2	6	1	43.534	-121.95	0	0	CRESCENT LAKE STATE	OR
K5S4	5S4	6	1	44.602	-123.941	0	0	TOLEDO STATE	OR
K5S5	5S5	6	1	44.52	-121.321	0	0	LAKE BILLY CHINOOK STATE	OR
K5S6	5S6	6	1	42.859	-124.519	0	0	CAPE BLANCO STATE	OR
K5S9	5S9	6	1	45.309	-122.319	0	0	VALLEY VIEW	OR
K5T0	5T0	6	1	29.503	-95.935	0	0	WARD	TX
K5T4	5T4	6	1	45.857	-100.076	0	0	HERREID MUN	SD
K5T5	5T5	6	1	32.085	-97.099	0	0	HILLSBORO MUN	TX
K5T6	5T6	6	1	31.882	-106.706	0	0	DONA ANA CO AT SANTA TERESA	NM
K5T9	5T9	6	1	28.859	-100.513	0	0	MAVERICK CO MEML	TX
K5U0	5U0	6	1	47.323	-109.944	0	0	DENTON	MT
K5U1	5U1	6	1	47.849	-111.701	0	0	DUTTON	MT
K5U3	5U3	6	1	45.271	-111.65	0	0	ENNIS-BIG SKY	MT
K5U5	5U5	6	1	47.631	-111.98	0	0	FAIRFIELD	MT
K5U6	5U6	6	1	47.861	-104.075	0	0	FAIRVIEW	MT
K5U7	5U7	6	1	45.323	-107.932	0	0	FT SMITH	MT
K5U8	5U8	6	1	47.599	-110.268	0	0	GERALDINE	MT
K5V4	5V4	6	1	39.05	-104.294	0	0	CALHAN	CO
K5V5	5V5	6	1	36.698	-108.702	0	0	SHIPROCK AIRSTRIP	NM
K5V6	5V6	6	1	40.247	-103.096	0	0	GEBAUER	CO
K5V8	5V8	6	1	43.836	-101.498	0	0	KADOKA MUN	SD
K5V9	5V9	6	1	37.001	-107.423	0	0	NAVAJO	CO
K5W1	5W1	6	1	47.426	-119.115	0	0	WILSON CREEK	WA
K5W4	5W4	6	1	35.021	-79.193	0	0	P K AIRPARK	NC
K5W5	5W5	6	1	35.621	-78.703	0	0	TRIPLE W	NC
K5W8	5W8	6	1	35.704	-79.506	0	0	SILER CITY MUN	NC
K5Y0	5Y0	6	1	44.671	-83.306	0	0	HARRISVILLE	MI
K5Y1	5Y1	6	1	46.036	-84.42	0	0	LINDBERG	MI
K5Y2	5Y2	6	1	44.329	-84.792	0	0	HOUGHTON LAKE HEIGHTS	MI
K5Y3	5Y3	6	1	42.854	-88.762	0	0	GUTZMER'S TWIN OAKS	WI
K5Y4	5Y4	6	1	44.66	-84.238	0	0	LOST CREEK	MI
K5Y7	5Y7	6	1	46.356	-86.622	0	0	HANLEY	MI
K60A	60A	6	1	31.735	-85.807	0	0	BRUNDIDGE MUN	AL
K60C	60C	6	1	43.709	-90.259	0	0	ELROY MUN	WI
K60F	60F	6	1	33.65	-99.261	0	0	SEYMOUR MUN	TX
K60G	60G	6	1	42.584	-84.654	0	0	SKYWAY ESTATES	MI
K60J	60J	6	1	33.91	-78.437	0	0	OCEAN ISLE	NC
K60M	60M	6	1	42.293	-71.963	0	0	SPENCER	MA
K60R	60R	6	1	30.374	-96.115	0	0	NAVASOTA MUN	TX
K60Y	60Y	6	1	43.988	-95.784	0	0	SLAYTON MUN	MN
K61A	61A	6	1	31.981	-87.341	0	0	CAMDEN MUN	AL
K61B	61B	6	1	35.95	-114.863	0	0	BOULDER CITY MUN	NV
K61C	61C	6	1	42.965	-88.819	0	0	FT ATKINSON MUN	WI
K61D	61D	6	1	42.468	-85.647	0	0	PLAINWELL MUN	MI
K61G	61G	6	1	43.113	-84.523	0	0	RANDOLPH'S LANDING AREA	MI
K61K	61K	6	1	37.149	-96.188	0	0	SEDAN CITY	KS
K61R	61R	6	1	30.886	-93.743	0	0	NEWTON MUN	TX
K61S	61S	6	1	43.801	-123.03	0	0	COTTAGE GROVE STATE	OR
K61Y	61Y	6	1	38.208	-87.776	0	0	KOCH	IN
K62C	62C	6	1	42.811	-88.096	0	0	CINDY GUNTLY MEML	WI
K62D	62D	6	1	41.267	-80.93	0	0	WARREN	OH
K62H	62H	6	1	30.17	-96.98	0	0	GIDDINGS-LEE CO	TX
K62K	62K	6	1	39.847	-96.113	0	0	SENECA MUN	KS
K62S	62S	6	1	43.238	-120.668	0	0	CHRISTMAS VALLEY	OR
K63B	63B	6	1	43.765	-70.674	0	0	LIMINGTON-HARMON	ME
K63C	63C	6	1	43.962	-89.791	0	0	ADAMS CO LEGION	WI
K63F	63F	6	1	32.176	-101.825	0	0	STANTON MUN	TX
K63K	63K	6	1	38.821	-94.612	0	0	HILLSIDE	KS
K63M	63M	6	1	38.706	-91.492	0	0	HERMANN MUN	MO
K63S	63S	5	1	48.543	-117.887	0	0	COLVILLE MUN	WA
K63Y	63Y	6	1	44.294	-96.151	0	0	TYLER MUN	MN
K64C	64C	6	1	42.519	-88.301	0	0	VINCENT	WI
K64F	64F	6	1	31.645	-100.971	0	0	COLE RANCH	TX
K64I	64I	6	1	38.632	-85.446	0	0	LEE BOTTOM	IN
K64S	64S	6	1	42.744	-122.488	0	0	PROSPECT STATE	OR
K64V	64V	6	1	40.832	-101.165	0	0	WALLACE MUN	NE
K65B	65B	6	1	44.838	-67.035	0	0	LUBEC MUN	ME
K65G	65G	6	1	42.718	-84.065	0	0	MAPLE GROVE	MI
K65J	65J	6	1	33.224	-82.385	0	0	WRENS MEML	GA
K65S	65S	6	1	48.728	-116.297	0	0	BOUNDARY CO	ID
K66B	66B	6	1	45.034	-67.352	0	0	GILLESPIE	ME
K66G	66G	6	1	43.314	-83.712	0	0	ZEHNDER	MI
K66R	66R	6	1	29.643	-96.518	0	0	WELLS JR	TX
K66S	66S	6	1	48.523	-116.832	0	0	CAVANAUGH BAY	ID
K66V	66V	6	1	37.25	-109.635	0	0	BLUFF	UT
K66Y	66Y	6	1	30.365	-89.388	0	0	DIAMONDHEAD	MS
K67A	67A	6	1	31.974	-86.594	0	0	FT DEPOSIT-LOWNDES CO	AL
K67D	67D	6	1	41.163	-82.204	0	0	BOTSFORD	OH
K67L	67L	6	1	36.837	-114.057	0	0	MESQUITE	NV
K67R	67R	6	1	26.425	-98.848	0	0	STARR CO	TX
K67S	67S	6	1	48.577	-116.965	0	0	PRIEST LAKE USFS	ID
K68C	68C	6	1	44.508	-89.026	0	0	CENTRAL CO	WI
K68F	68F	6	1	31.663	-96.312	0	0	TEAGUE MUN	TX
K68G	68G	6	1	43.125	-83.628	0	0	DUFORD	MI
K68J	68J	6	1	30.548	-84.376	0	0	TALLAHASSEE COMMERCIAL	FL
K68R	68R	6	1	43.4	-84.801	0	0	HAMP	MI
K68S	68S	6	1	47.655	-118.17	0	0	DAVENPORT	WA
K68Y	68Y	6	1	43.735	-93.786	0	0	WELLS MUN	MN
K69G	69G	6	1	42.442	-84.069	0	0	RICHMOND	MI
K69K	69K	6	1	39.2	-96.261	0	0	WAMEGO MUN	KS
K69M	69M	6	1	35.777	-90.648	0	0	NOLAN	AR
K69N	69N	6	1	40.768	-75.601	0	0	SLATINGTON	PA
K69R	69R	6	1	29.949	-100.176	0	0	EDWARDS CO	TX
K69S	69S	6	1	49.002	-118.225	0	0	AVEY FIELD STATE	WA
K69V	69V	6	1	39.364	-110.918	0	0	HUNTINGTON MUN	UT
K6A1	6A1	6	1	32.568	-84.252	0	0	BUTLER MUN	GA
K6A2	6A2	6	1	33.227	-84.277	0	0	GRIFFIN-SPALDING CO	GA
K6A3	6A3	6	1	35.195	-83.867	0	0	ANDREWS-MURPHY	NC
K6A4	6A4	6	1	36.419	-81.826	0	0	JOHNSON CO	TN
K6A5	6A5	6	1	36.318	-79.708	0	0	WARF	NC
K6A6	6A6	6	1	43.761	-98.979	0	0	KIMBALL MUN	SD
K6B0	6B0	6	1	43.985	-73.097	0	0	MIDDLEBURY STATE	VT
K6B2	6B2	6	1	40.842	-81.242	0	0	YODER	OH
K6B3	6B3	6	1	43.04	-84.009	0	0	BEAN BLOSSOM	MI
K6B4	6B4	6	1	43.022	-75.172	0	0	FRANKFORT-HIGHLAND	NY
K6B6	6B6	6	1	42.462	-71.519	0	0	MINUTE MAN	MA
K6B8	6B8	3	1	44.571	-72.02	0	0	CALEDONIA CO	VT
K6B9	6B9	6	1	42.915	-76.443	0	0	SKANEATELES	NY
K6C0	6C0	6	1	42.332	-93.118	0	0	ELDORA MUN	IA
K6C2	6C2	6	1	40.953	-83.984	0	0	OHIO DUSTING CO INC	OH
K6C8	6C8	6	1	42.319	-92.285	0	0	NICHOLS	IA
K6D1	6D1	6	1	45.502	-95.113	0	0	BROOTEN MUN	MN
K6D3	6D3	6	1	47.978	-99.528	0	0	MADDOCK MUN	ND
K6D6	6D6	6	1	43.143	-85.256	0	0	GREENVILLE MUN	MI
K6D7	6D7	6	1	41.216	-83.876	0	0	DESHLER MUN	OH
K6D8	6D8	6	1	46.943	-98.019	0	0	BARNES CO MUN	ND
K6D9	6D9	6	1	44.313	-83.423	0	0	IOSCO CO	MI
K6E5	6E5	6	1	44.433	-97.562	0	0	WILDER	SD
K6F1	6F1	6	1	34.71	-95.075	0	0	TALIHINA MUN	OK
K6F4	6F4	6	1	32.451	-99.651	0	0	ELMDALE	TX
K6F5	6F5	6	1	32.744	-99.299	0	0	TAYLOR	TX
K6F7	6F7	6	1	32.828	-94.356	0	0	MANNING	TX
K6F9	6F9	6	1	32.818	-94.619	0	0	MC KENZIE	TX
K6G0	6G0	6	1	43.031	-83.532	0	0	WILLIAMS MEML	MI
K6G1	6G1	6	1	41.611	-79.743	0	0	TITUSVILLE	PA
K6G4	6G4	6	1	40.366	-82.497	0	0	WYNKOOP	OH
K6G5	6G5	6	1	40.004	-81.193	0	0	BARNESVILLE-BRADFIELD	OH
K6G6	6G6	6	1	40.455	-78.238	0	0	COVE VALLEY	PA
K6G8	6G8	6	1	42.095	-84.243	0	0	SHAMROCK	MI
K6H4	6H4	6	1	42.157	-84.336	0	0	DAY	MI
K6H8	6H8	6	1	46.484	-100.271	0	0	HAZELTON MUN	ND
K6I2	6I2	6	1	37.636	-85.244	0	0	LEBANON-SPRINGFIELD	KY
K6I4	6I4	6	1	40.008	-86.441	0	0	BOONE CO	IN
K6I6	6I6	6	1	39.942	-83.205	0	0	DARBY DAN	OH
K6J0	6J0	6	1	33.796	-81.246	0	0	CORPORATE	SC
K6J2	6J2	6	1	33.198	-80.51	0	0	ST GEORGE	SC
K6J4	6J4	6	1	33.928	-81.796	0	0	SALUDA CO	SC
K6J5	6J5	6	1	33.913	-80.142	0	0	DABBS	SC
K6J6	6J6	6	1	33.738	-81.821	0	0	EDGEFIELD CO	SC
K6J7	6J7	6	1	34.283	-79.929	0	0	BRANHAMS	SC
K6J8	6J8	6	1	29.725	-82.66	0	0	RUDY'S GLIDERPORT	FL
K6K1	6K1	6	1	39.734	-92.948	0	0	MARCELINE MUN	MO
K6K2	6K2	6	1	39.817	-92.052	0	0	SHELBY CO	MO
K6K3	6K3	6	1	42.471	-97.884	0	0	CREIGHTON MUN	NE
K6K4	6K4	6	1	36.291	-98.478	0	0	FAIRVIEW MUN	OK
K6K5	6K5	6	1	44.306	-121.54	0	0	SISTERS EAGLE AIR	OR
K6K7	6K7	6	1	42.353	-92.845	0	0	GRUNDY CENTER MUN	IA
K6K9	6K9	6	1	40.735	-91.95	0	0	KEOSAUQUA MUN	IA
K6L3	6L3	6	1	46.449	-97.728	0	0	LISBON MUN	ND
K6L4	6L4	6	1	37.857	-81.916	0	0	LOGAN CO	WV
K6L5	6L5	6	1	46.249	-99.539	0	0	WISHEK MUN	ND
K6M0	6M0	6	1	34.768	-91.635	0	0	HAZEN MUN	AR
K6M2	6M2	6	1	36.217	-91.751	0	0	HORSESHOE BEND	AR
K6M5	6M5	6	1	45.297	-88.496	0	0	LAKEWOOD COUNTRY CLUB	WI
K6M6	6M6	6	1	40.129	-91.679	0	0	LEWIS CO REGL	MO
K6M7	6M7	6	1	34.78	-90.811	0	0	LEE CO-MARIANNA	AR
K6M8	6M8	6	1	35.534	-90.402	0	0	MARKED TREE MUN	AR
K6MO	6MO	6	1	37.929	-90.733	0	0	WASHINGTON CO	MO
K6N8	6N8	6	1	41.964	-100.57	0	0	THOMAS CO	NE
K6N9	6N9	6	1	34.984	-77.698	0	0	FLYING W	NC
K6P3	6P3	6	1	43.186	-89.451	0	0	WAUNAKEE	WI
K6R1	6R1	6	1	30.244	-92.831	0	0	WELSH	LA
K6R3	6R3	6	1	30.357	-95.01	0	0	CLEVELAND MUN	TX
K6R4	6R4	6	1	30.399	-97.568	0	0	BIRD'S NEST	TX
K6R5	6R5	6	1	29.418	-95.291	0	0	ALVIN	TX
K6R6	6R6	6	1	30.048	-102.214	0	0	TERRELL CO	TX
K6R9	6R9	6	1	30.785	-98.663	0	0	LLANO MUN	TX
K6S0	6S0	6	1	45.806	-109.981	0	0	BIG TIMBER	MT
K6S1	6S1	6	1	45.292	-108.927	0	0	BRIDGER MUN	MT
K6S2	6S2	6	1	43.98	-124.111	0	0	FLORENCE MUN	OR
K6S3	6S3	6	1	45.631	-109.252	0	0	COLUMBUS	MT
K6S4	6S4	6	1	44.747	-122.422	0	0	DAVIS	OR
K6S5	6S5	6	1	46.255	-114.122	0	0	RAVALLI CO	MT
K6S6	6S6	6	1	42.871	-124.06	0	0	POWERS STATE	OR
K6S8	6S8	6	1	45.703	-108.763	0	0	LAUREL MUN	MT
K6S9	6S9	6	1	48.347	-120.722	0	0	STEHEKIN STATE	WA
K6U5	6U5	6	1	48.388	-107.069	0	0	HINSDALE	MT
K6U6	6U6	6	1	48.859	-108.661	0	0	HOGELAND	MT
K6U7	6U7	6	1	46.292	-107.196	0	0	HYSHAM	MT
K6V0	6V0	6	1	43.298	-103.845	0	0	EDGEMONT MUN	SD
K6V3	6V3	6	1	37.065	-81.8	0	0	TAZEWELL CO	VA
K6V4	6V4	6	1	43.997	-102.252	0	0	WALL MUN	SD
K6V5	6V5	6	1	45.521	-102.469	0	0	BISON MUN	SD
K6V6	6V6	6	1	38.241	-108.564	0	0	HOPKINS	CO
K6W0	6W0	6	1	39.408	-80.278	0	0	MALEY	WV
K6W4	6W4	6	1	36.402	-79.393	0	0	CASWELL	NC
K6W6	6W6	6	1	39.794	-77.027	0	0	HANOVER	PA
K6X0	6X0	6	1	32.099	-95.297	0	0	TARRANT	TX
